training_example_id,customer_id,merchant_id,amount,failure_category,payment_method,time_since_failure_min,customer_success_rate,customer_failure_rate,payment_method_success_rate,payment_method_failure_rate,previous_recovery_attempts,previous_recovery_successes,previous_recovery_failures,candidate_action,outcome
training_0848,cust_0283,merchant_038,683.97,TEMPORARY_FAILURE,WALLET,2012,0.4419,0.2301,0.6282,0.4001,2,2,0,REMINDER,SUCCESS
training_0849,cust_0162,merchant_015,564.26,TEMPORARY_FAILURE,CARD,1563,0.6741,0.6571,0.6164,0.5492,3,3,0,REMINDER,FAILURE
training_0850,cust_0289,merchant_039,21.42,PAYMENT_METHOD_ERROR,UPI,875,0.7492,0.2967,0.5991,0.6440,3,2,1,RETRY,FAILURE
training_0851,cust_0163,merchant_009,309.73,UNKNOWN_FAILURE,UPI,2628,0.1838,0.2231,0.8613,0.4924,5,0,2,RETRY,FAILURE
training_0852,cust_0147,merchant_027,627.11,PAYMENT_METHOD_ERROR,NETBANKING,1624,0.1797,0.7689,0.9143,0.8948,1,0,1,RETRY,FAILURE
training_0853,cust_0312,merchant_017,200.39,PAYMENT_METHOD_ERROR,UPI,2120,0.5614,0.1381,0.4190,0.4778,4,1,2,REMINDER,FAILURE
training_0854,cust_0161,merchant_045,495.30,TEMPORARY_FAILURE,CARD,2437,0.2204,0.1388,0.8513,0.2506,3,3,0,RETRY,FAILURE
training_0855,cust_0323,merchant_015,42.16,INSUFFICIENT_FUNDS,CARD,2570,0.5897,0.2047,0.6938,0.3165,1,0,0,RETRY,SUCCESS
training_0856,cust_0048,merchant_041,659.67,TEMPORARY_FAILURE,WALLET,1185,0.8020,0.2506,0.5878,0.1130,3,3,0,RETRY,FAILURE
training_0857,cust_0101,merchant_022,363.14,TEMPORARY_FAILURE,WALLET,1274,0.8759,0.6647,0.9214,0.5714,4,1,3,RETRY,SUCCESS
training_0858,cust_0293,merchant_012,175.27,TEMPORARY_FAILURE,UPI,1043,0.6241,0.4386,0.5623,0.3837,5,4,0,RETRY,FAILURE
training_0859,cust_0172,merchant_043,237.76,TEMPORARY_FAILURE,NETBANKING,462,0.6624,0.8426,0.9255,0.4038,3,3,0,REMINDER,SUCCESS
training_0860,cust_0137,merchant_013,397.32,PAYMENT_METHOD_ERROR,WALLET,2354,0.2992,0.6702,0.8777,0.5071,0,0,0,RETRY,FAILURE
training_0861,cust_0136,merchant_026,599.14,PAYMENT_METHOD_ERROR,WALLET,792,0.7324,0.7386,0.6987,0.2813,2,0,1,REMINDER,FAILURE
training_0862,cust_0348,merchant_049,577.96,TEMPORARY_FAILURE,NETBANKING,2316,0.4077,0.2610,0.1983,0.8697,3,2,0,RETRY,FAILURE
training_0863,cust_0180,merchant_032,609.67,TEMPORARY_FAILURE,UPI,859,0.1431,0.8340,0.3545,0.3879,3,2,0,REMINDER,FAILURE
training_0864,cust_0230,merchant_015,343.09,UNKNOWN_FAILURE,UPI,1378,0.6833,0.1613,0.8799,0.1373,0,0,0,RETRY,FAILURE
training_0865,cust_0254,merchant_009,420.01,TEMPORARY_FAILURE,CARD,2363,0.6303,0.0862,0.1799,0.1086,1,0,1,REMINDER,FAILURE
training_0866,cust_0205,merchant_025,918.40,PAYMENT_METHOD_ERROR,UPI,2812,0.6867,0.8738,0.8892,0.2457,0,0,0,RETRY,SUCCESS
training_0867,cust_0198,merchant_023,742.04,TEMPORARY_FAILURE,CARD,853,0.3817,0.1908,0.5457,0.1363,3,3,0,RETRY,FAILURE
training_0868,cust_0177,merchant_010,860.43,TEMPORARY_FAILURE,CARD,339,0.2684,0.5890,0.6026,0.5321,0,0,0,REMINDER,FAILURE
training_0869,cust_0322,merchant_004,639.14,UNKNOWN_FAILURE,CARD,812,0.3986,0.6780,0.7587,0.8526,5,5,0,REMINDER,FAILURE
training_0870,cust_0073,merchant_002,525.13,UNKNOWN_FAILURE,UPI,1711,0.1665,0.8872,0.1931,0.5368,3,1,0,RETRY,FAILURE
training_0871,cust_0170,merchant_019,845.47,UNKNOWN_FAILURE,CARD,1801,0.1159,0.4192,0.4948,0.5633,5,2,3,REMINDER,SUCCESS
training_0872,cust_0167,merchant_046,100.15,INSUFFICIENT_FUNDS,CARD,1376,0.5035,0.6875,0.7876,0.8820,2,1,1,REMINDER,FAILURE
training_0873,cust_0301,merchant_016,432.03,TEMPORARY_FAILURE,CARD,1343,0.3906,0.4560,0.3688,0.5120,5,4,1,RETRY,FAILURE
training_0874,cust_0222,merchant_011,274.08,INSUFFICIENT_FUNDS,UPI,2678,0.2712,0.8540,0.2209,0.6965,4,4,0,RETRY,FAILURE
training_0875,cust_0219,merchant_015,320.89,INSUFFICIENT_FUNDS,WALLET,770,0.6090,0.5986,0.2581,0.4212,0,0,0,REMINDER,SUCCESS
training_0876,cust_0149,merchant_024,987.37,TEMPORARY_FAILURE,UPI,1408,0.7943,0.4967,0.2634,0.5297,0,0,0,REMINDER,FAILURE
training_0877,cust_0305,merchant_008,661.51,UNKNOWN_FAILURE,NETBANKING,484,0.3486,0.6646,0.3674,0.4019,2,0,1,RETRY,FAILURE
training_0878,cust_0293,merchant_050,690.02,TEMPORARY_FAILURE,UPI,2421,0.4382,0.1335,0.4102,0.8230,0,0,0,RETRY,FAILURE
training_0879,cust_0269,merchant_040,583.18,TEMPORARY_FAILURE,WALLET,1916,0.4542,0.5699,0.3488,0.1454,1,1,0,RETRY,FAILURE
training_0880,cust_0046,merchant_024,798.86,UNKNOWN_FAILURE,NETBANKING,2562,0.5674,0.5676,0.7062,0.2817,3,3,0,RETRY,FAILURE
training_0881,cust_0305,merchant_039,306.13,PAYMENT_METHOD_ERROR,CARD,34,0.2103,0.7648,0.1083,0.0836,4,0,2,RETRY,FAILURE
training_0882,cust_0338,merchant_022,46.17,TEMPORARY_FAILURE,CARD,1125,0.4213,0.5512,0.3995,0.3265,5,0,5,REMINDER,FAILURE
training_0883,cust_0041,merchant_045,367.72,PAYMENT_METHOD_ERROR,UPI,1473,0.6110,0.8365,0.1200,0.3656,5,3,0,RETRY,FAILURE
training_0884,cust_0295,merchant_009,908.08,INSUFFICIENT_FUNDS,UPI,1267,0.8530,0.7945,0.8823,0.5302,1,1,0,REMINDER,SUCCESS
training_0885,cust_0194,merchant_003,214.82,INSUFFICIENT_FUNDS,CARD,2056,0.4819,0.1201,0.6863,0.2151,1,1,0,RETRY,FAILURE
training_0886,cust_0160,merchant_006,311.50,INSUFFICIENT_FUNDS,NETBANKING,2631,0.4850,0.5599,0.7092,0.2802,2,1,0,RETRY,SUCCESS
training_0887,cust_0132,merchant_047,574.05,TEMPORARY_FAILURE,UPI,2849,0.6292,0.2625,0.4514,0.4882,4,2,2,RETRY,FAILURE
training_0888,cust_0342,merchant_050,205.08,INSUFFICIENT_FUNDS,WALLET,1497,0.4087,0.1427,0.5830,0.7731,0,0,0,RETRY,FAILURE
training_0889,cust_0143,merchant_001,150.24,UNKNOWN_FAILURE,WALLET,2113,0.6982,0.1023,0.5269,0.0951,2,0,1,REMINDER,FAILURE
training_0890,cust_0259,merchant_013,257.74,TEMPORARY_FAILURE,CARD,1079,0.4820,0.1305,0.6638,0.4728,5,1,1,RETRY,SUCCESS
training_0891,cust_0051,merchant_014,197.09,UNKNOWN_FAILURE,CARD,932,0.8515,0.4517,0.1205,0.8961,5,5,0,RETRY,FAILURE
training_0892,cust_0081,merchant_049,521.51,INSUFFICIENT_FUNDS,NETBANKING,1109,0.8366,0.8041,0.5562,0.4907,4,3,1,RETRY,FAILURE
training_0893,cust_0218,merchant_047,442.61,INSUFFICIENT_FUNDS,NETBANKING,2380,0.8759,0.4608,0.5030,0.5811,5,1,0,REMINDER,FAILURE
training_0894,cust_0070,merchant_026,16.86,INSUFFICIENT_FUNDS,WALLET,423,0.3373,0.3225,0.5357,0.3762,5,1,2,RETRY,SUCCESS
training_0895,cust_0306,merchant_028,207.21,PAYMENT_METHOD_ERROR,WALLET,2515,0.7762,0.3658,0.4953,0.6651,4,4,0,REMINDER,FAILURE
training_0896,cust_0036,merchant_024,687.92,INSUFFICIENT_FUNDS,NETBANKING,2141,0.2164,0.8635,0.7844,0.8536,3,2,0,REMINDER,FAILURE
training_0897,cust_0114,merchant_039,612.45,TEMPORARY_FAILURE,UPI,1368,0.4078,0.6993,0.5122,0.3848,3,1,2,RETRY,SUCCESS
training_0898,cust_0181,merchant_025,66.66,INSUFFICIENT_FUNDS,CARD,2246,0.1769,0.1603,0.5624,0.5467,0,0,0,REMINDER,FAILURE
training_0899,cust_0060,merchant_032,769.93,UNKNOWN_FAILURE,CARD,880,0.9277,0.7738,0.8489,0.7022,4,1,1,REMINDER,FAILURE
training_0900,cust_0261,merchant_002,196.53,PAYMENT_METHOD_ERROR,CARD,927,0.5416,0.1869,0.2135,0.8058,4,4,0,RETRY,FAILURE
training_0901,cust_0184,merchant_036,493.90,UNKNOWN_FAILURE,CARD,607,0.7687,0.7169,0.2631,0.1380,2,1,0,REMINDER,FAILURE
training_0902,cust_0124,merchant_041,967.51,UNKNOWN_FAILURE,CARD,1521,0.9065,0.2038,0.5293,0.3471,2,2,0,REMINDER,FAILURE
training_0903,cust_0097,merchant_032,376.61,UNKNOWN_FAILURE,WALLET,150,0.1725,0.6279,0.5434,0.3194,1,0,1,RETRY,FAILURE
training_0904,cust_0045,merchant_038,73.16,PAYMENT_METHOD_ERROR,UPI,1150,0.9322,0.4588,0.8877,0.6650,4,1,3,REMINDER,FAILURE
training_0905,cust_0338,merchant_010,829.29,UNKNOWN_FAILURE,CARD,2444,0.3195,0.6712,0.1902,0.6616,3,1,1,REMINDER,FAILURE
training_0906,cust_0023,merchant_023,154.36,PAYMENT_METHOD_ERROR,CARD,1598,0.4248,0.4792,0.3231,0.1124,0,0,0,REMINDER,FAILURE
training_0907,cust_0139,merchant_007,500.44,UNKNOWN_FAILURE,UPI,1858,0.8394,0.6148,0.7841,0.7338,4,0,2,REMINDER,FAILURE
training_0908,cust_0082,merchant_017,854.00,TEMPORARY_FAILURE,WALLET,2102,0.8217,0.8613,0.9483,0.4084,2,2,0,REMINDER,FAILURE
training_0909,cust_0018,merchant_029,796.65,UNKNOWN_FAILURE,NETBANKING,2816,0.9000,0.1456,0.3189,0.1035,3,0,3,RETRY,FAILURE
training_0910,cust_0074,merchant_029,209.43,PAYMENT_METHOD_ERROR,WALLET,1776,0.2996,0.7651,0.2176,0.1752,1,0,0,RETRY,FAILURE
training_0911,cust_0346,merchant_011,207.60,PAYMENT_METHOD_ERROR,UPI,2422,0.5757,0.1220,0.6945,0.3043,5,3,1,RETRY,FAILURE
training_0912,cust_0061,merchant_003,938.19,UNKNOWN_FAILURE,CARD,1313,0.1879,0.3089,0.9491,0.0576,4,1,2,REMINDER,FAILURE
training_0913,cust_0012,merchant_016,66.03,UNKNOWN_FAILURE,UPI,1744,0.7681,0.3025,0.7185,0.3718,0,0,0,RETRY,FAILURE
training_0914,cust_0109,merchant_027,745.36,UNKNOWN_FAILURE,CARD,2141,0.3644,0.8923,0.1247,0.2299,0,0,0,RETRY,FAILURE
training_0915,cust_0146,merchant_047,770.33,UNKNOWN_FAILURE,UPI,529,0.3678,0.2689,0.4879,0.3865,1,1,0,REMINDER,SUCCESS
training_0916,cust_0317,merchant_041,402.24,UNKNOWN_FAILURE,NETBANKING,613,0.3657,0.7491,0.4703,0.0928,0,0,0,REMINDER,FAILURE
training_0917,cust_0044,merchant_035,42.26,TEMPORARY_FAILURE,UPI,438,0.5469,0.2073,0.1490,0.7982,0,0,0,REMINDER,FAILURE
training_0918,cust_0068,merchant_001,928.74,UNKNOWN_FAILURE,WALLET,1679,0.3656,0.4794,0.8260,0.2388,4,0,1,REMINDER,FAILURE
training_0919,cust_0224,merchant_039,490.14,INSUFFICIENT_FUNDS,CARD,2070,0.6331,0.1443,0.5468,0.8367,0,0,0,RETRY,FAILURE
training_0920,cust_0097,merchant_008,468.18,TEMPORARY_FAILURE,WALLET,68,0.8019,0.5941,0.4978,0.5202,3,0,1,RETRY,SUCCESS
training_0921,cust_0336,merchant_016,676.12,UNKNOWN_FAILURE,UPI,1898,0.9210,0.0795,0.3418,0.4539,3,1,1,RETRY,FAILURE
training_0922,cust_0288,merchant_042,892.89,INSUFFICIENT_FUNDS,WALLET,561,0.5669,0.3411,0.3176,0.0877,2,1,1,REMINDER,FAILURE
training_0923,cust_0194,merchant_038,276.33,UNKNOWN_FAILURE,WALLET,27,0.4648,0.4217,0.5900,0.2527,0,0,0,RETRY,SUCCESS
training_0924,cust_0290,merchant_047,813.24,UNKNOWN_FAILURE,CARD,1693,0.2963,0.8653,0.2662,0.1970,3,2,0,REMINDER,FAILURE
training_0925,cust_0144,merchant_026,225.04,TEMPORARY_FAILURE,UPI,2601,0.4146,0.6383,0.5464,0.8242,1,1,0,RETRY,FAILURE
training_0926,cust_0338,merchant_037,52.42,PAYMENT_METHOD_ERROR,WALLET,116,0.8160,0.7863,0.2101,0.7151,2,1,1,RETRY,FAILURE
training_0927,cust_0242,merchant_016,633.74,INSUFFICIENT_FUNDS,NETBANKING,1311,0.5056,0.8515,0.8842,0.1334,2,2,0,RETRY,FAILURE
training_0928,cust_0043,merchant_019,222.63,INSUFFICIENT_FUNDS,CARD,885,0.5254,0.3255,0.4109,0.8872,4,1,2,REMINDER,FAILURE
training_0929,cust_0263,merchant_036,417.77,UNKNOWN_FAILURE,UPI,1402,0.1523,0.2798,0.7535,0.6012,0,0,0,REMINDER,SUCCESS
training_0930,cust_0241,merchant_017,544.08,INSUFFICIENT_FUNDS,UPI,2092,0.6715,0.6440,0.2677,0.4515,2,1,0,REMINDER,FAILURE
training_0931,cust_0052,merchant_012,6.89,TEMPORARY_FAILURE,UPI,2804,0.8859,0.7618,0.2437,0.8970,0,0,0,REMINDER,SUCCESS
training_0932,cust_0143,merchant_006,407.67,TEMPORARY_FAILURE,UPI,2719,0.2936,0.1511,0.4526,0.3614,3,1,2,RETRY,FAILURE
training_0933,cust_0002,merchant_001,168.11,INSUFFICIENT_FUNDS,NETBANKING,409,0.2817,0.2118,0.9307,0.5995,3,0,2,REMINDER,FAILURE
training_0934,cust_0244,merchant_014,455.45,INSUFFICIENT_FUNDS,CARD,2338,0.1088,0.2682,0.2010,0.3823,4,0,3,RETRY,FAILURE
training_0935,cust_0018,merchant_008,464.54,UNKNOWN_FAILURE,CARD,1095,0.1038,0.2269,0.2630,0.1376,1,0,0,RETRY,SUCCESS
training_0936,cust_0052,merchant_027,239.17,INSUFFICIENT_FUNDS,NETBANKING,1099,0.7819,0.7214,0.6789,0.4544,5,0,0,REMINDER,FAILURE
training_0937,cust_0300,merchant_005,156.18,PAYMENT_METHOD_ERROR,WALLET,1357,0.8189,0.5942,0.4400,0.2525,3,3,0,REMINDER,FAILURE
training_0938,cust_0076,merchant_033,819.30,INSUFFICIENT_FUNDS,NETBANKING,1612,0.1967,0.3643,0.6047,0.1202,0,0,0,RETRY,FAILURE
training_0939,cust_0347,merchant_025,526.85,UNKNOWN_FAILURE,NETBANKING,2458,0.4047,0.6636,0.3115,0.8087,3,1,1,REMINDER,FAILURE
training_0940,cust_0012,merchant_004,669.64,UNKNOWN_FAILURE,NETBANKING,638,0.2177,0.5243,0.5659,0.7154,4,4,0,REMINDER,FAILURE
training_0941,cust_0284,merchant_011,128.09,PAYMENT_METHOD_ERROR,UPI,2852,0.6802,0.6166,0.1286,0.6097,5,0,5,RETRY,FAILURE
training_0942,cust_0063,merchant_043,349.49,UNKNOWN_FAILURE,CARD,2162,0.1319,0.0765,0.4494,0.3998,2,0,2,REMINDER,FAILURE
training_0943,cust_0295,merchant_044,929.06,UNKNOWN_FAILURE,NETBANKING,185,0.9095,0.0692,0.1161,0.8701,0,0,0,RETRY,SUCCESS
training_0944,cust_0188,merchant_009,362.25,TEMPORARY_FAILURE,UPI,1509,0.5640,0.2383,0.4937,0.8252,2,1,1,RETRY,SUCCESS
training_0945,cust_0230,merchant_033,512.88,INSUFFICIENT_FUNDS,CARD,2101,0.1154,0.1065,0.6010,0.3523,5,3,0,RETRY,FAILURE
training_0946,cust_0157,merchant_032,167.27,TEMPORARY_FAILURE,UPI,1566,0.1836,0.3372,0.3068,0.6016,4,2,1,RETRY,FAILURE
training_0947,cust_0069,merchant_034,667.08,TEMPORARY_FAILURE,UPI,2431,0.2512,0.4021,0.4377,0.3360,5,3,2,RETRY,FAILURE
training_0948,cust_0018,merchant_008,573.64,PAYMENT_METHOD_ERROR,UPI,593,0.7164,0.2356,0.7063,0.3841,4,3,0,REMINDER,FAILURE
training_0949,cust_0184,merchant_009,757.89,PAYMENT_METHOD_ERROR,NETBANKING,304,0.7267,0.7633,0.4565,0.5963,0,0,0,REMINDER,FAILURE
training_0950,cust_0076,merchant_046,829.17,UNKNOWN_FAILURE,NETBANKING,1089,0.4043,0.3824,0.5057,0.7441,3,3,0,REMINDER,FAILURE
training_0951,cust_0348,merchant_004,848.94,PAYMENT_METHOD_ERROR,CARD,1147,0.8197,0.2930,0.5758,0.3476,2,0,1,RETRY,FAILURE
training_0952,cust_0307,merchant_050,636.75,UNKNOWN_FAILURE,CARD,531,0.8607,0.0565,0.3693,0.7214,2,2,0,REMINDER,FAILURE
training_0953,cust_0246,merchant_006,53.79,INSUFFICIENT_FUNDS,UPI,1522,0.8125,0.4563,0.4430,0.2493,4,0,4,RETRY,SUCCESS
training_0954,cust_0286,merchant_019,542.40,UNKNOWN_FAILURE,UPI,967,0.3158,0.0867,0.6916,0.1847,2,0,0,REMINDER,FAILURE
training_0955,cust_0077,merchant_005,588.73,UNKNOWN_FAILURE,WALLET,2351,0.6874,0.8032,0.8754,0.1452,3,0,0,RETRY,SUCCESS
training_0956,cust_0234,merchant_027,26.87,UNKNOWN_FAILURE,UPI,1777,0.4645,0.4922,0.9076,0.6830,0,0,0,RETRY,FAILURE
training_0957,cust_0203,merchant_026,515.12,UNKNOWN_FAILURE,WALLET,296,0.6359,0.3397,0.7727,0.6823,5,5,0,REMINDER,FAILURE
training_0958,cust_0105,merchant_001,16.00,INSUFFICIENT_FUNDS,CARD,1393,0.8719,0.0549,0.1800,0.8687,4,0,2,RETRY,FAILURE
training_0959,cust_0086,merchant_032,955.20,TEMPORARY_FAILURE,UPI,2160,0.3580,0.7476,0.4434,0.8211,0,0,0,RETRY,SUCCESS
training_0960,cust_0198,merchant_018,952.13,TEMPORARY_FAILURE,CARD,7,0.2346,0.3340,0.4505,0.7988,4,1,2,REMINDER,FAILURE
training_0961,cust_0248,merchant_039,241.41,INSUFFICIENT_FUNDS,UPI,603,0.6438,0.1152,0.5091,0.2523,0,0,0,RETRY,FAILURE
training_0962,cust_0140,merchant_028,966.39,TEMPORARY_FAILURE,WALLET,2603,0.7207,0.6761,0.8335,0.6818,5,1,1,RETRY,SUCCESS
training_0963,cust_0137,merchant_046,763.75,UNKNOWN_FAILURE,UPI,1683,0.1796,0.5991,0.3961,0.2313,5,2,0,REMINDER,FAILURE
training_0964,cust_0024,merchant_028,166.59,TEMPORARY_FAILURE,CARD,281,0.4168,0.6788,0.6411,0.5446,1,0,0,RETRY,FAILURE
training_0965,cust_0158,merchant_028,632.10,PAYMENT_METHOD_ERROR,NETBANKING,2679,0.4631,0.0577,0.7530,0.3266,4,4,0,RETRY,FAILURE
training_0966,cust_0325,merchant_018,702.00,UNKNOWN_FAILURE,CARD,1517,0.2030,0.8778,0.4641,0.3423,3,3,0,RETRY,FAILURE
training_0967,cust_0034,merchant_015,320.68,INSUFFICIENT_FUNDS,CARD,494,0.6609,0.7887,0.4650,0.8483,0,0,0,RETRY,SUCCESS
training_0968,cust_0306,merchant_038,962.35,TEMPORARY_FAILURE,WALLET,1593,0.9260,0.1368,0.9427,0.5320,5,1,4,RETRY,SUCCESS
training_0969,cust_0155,merchant_039,217.32,TEMPORARY_FAILURE,UPI,1439,0.1460,0.8759,0.7101,0.8031,0,0,0,REMINDER,FAILURE
training_0970,cust_0158,merchant_042,516.82,INSUFFICIENT_FUNDS,WALLET,1205,0.6280,0.3518,0.8555,0.3685,0,0,0,RETRY,SUCCESS
training_0971,cust_0347,merchant_002,423.74,PAYMENT_METHOD_ERROR,CARD,1931,0.8823,0.1150,0.7327,0.8523,3,0,1,REMINDER,FAILURE
training_0972,cust_0271,merchant_031,849.39,PAYMENT_METHOD_ERROR,UPI,1837,0.6907,0.2796,0.7919,0.8319,0,0,0,RETRY,SUCCESS
training_0973,cust_0196,merchant_009,920.03,TEMPORARY_FAILURE,WALLET,2083,0.4881,0.1059,0.6690,0.2088,5,4,1,REMINDER,FAILURE
training_0974,cust_0212,merchant_023,792.14,UNKNOWN_FAILURE,CARD,1572,0.2021,0.4012,0.3922,0.0586,3,3,0,REMINDER,FAILURE
training_0975,cust_0003,merchant_008,966.07,INSUFFICIENT_FUNDS,CARD,58,0.5762,0.7637,0.2132,0.3592,5,1,4,REMINDER,FAILURE
training_0976,cust_0330,merchant_038,273.38,UNKNOWN_FAILURE,WALLET,634,0.1489,0.3086,0.3563,0.4940,2,1,1,REMINDER,FAILURE
training_0977,cust_0212,merchant_049,881.45,INSUFFICIENT_FUNDS,WALLET,177,0.5672,0.8318,0.6839,0.3374,1,1,0,REMINDER,FAILURE
training_0978,cust_0117,merchant_034,438.90,TEMPORARY_FAILURE,CARD,1888,0.5431,0.2966,0.2010,0.2232,5,5,0,RETRY,FAILURE
training_0979,cust_0016,merchant_024,980.08,UNKNOWN_FAILURE,NETBANKING,2325,0.6879,0.2082,0.9485,0.1392,1,0,1,RETRY,FAILURE
training_0980,cust_0045,merchant_003,234.52,PAYMENT_METHOD_ERROR,NETBANKING,902,0.1135,0.3397,0.5999,0.1337,4,1,1,RETRY,FAILURE
training_0981,cust_0137,merchant_016,780.45,TEMPORARY_FAILURE,WALLET,2012,0.9232,0.4115,0.2551,0.7359,2,1,0,REMINDER,FAILURE
training_0982,cust_0250,merchant_047,270.59,TEMPORARY_FAILURE,NETBANKING,1252,0.6980,0.1793,0.2074,0.7352,5,2,2,RETRY,SUCCESS
training_0983,cust_0176,merchant_018,565.28,INSUFFICIENT_FUNDS,CARD,653,0.4665,0.8077,0.6962,0.0672,5,0,4,REMINDER,FAILURE
training_0984,cust_0130,merchant_026,766.04,UNKNOWN_FAILURE,CARD,2482,0.3682,0.4357,0.3615,0.5269,0,0,0,RETRY,FAILURE
training_0985,cust_0192,merchant_033,456.78,UNKNOWN_FAILURE,CARD,2237,0.4844,0.5028,0.3539,0.7767,3,0,2,REMINDER,FAILURE
training_0986,cust_0294,merchant_048,182.81,UNKNOWN_FAILURE,NETBANKING,2084,0.8869,0.3189,0.8254,0.8991,0,0,0,RETRY,SUCCESS
training_0987,cust_0002,merchant_016,179.63,INSUFFICIENT_FUNDS,CARD,980,0.8334,0.0784,0.1366,0.8881,4,0,0,RETRY,SUCCESS
training_0988,cust_0135,merchant_035,49.95,TEMPORARY_FAILURE,WALLET,2195,0.8853,0.4653,0.2067,0.5128,5,3,2,RETRY,FAILURE
training_0989,cust_0131,merchant_014,938.28,PAYMENT_METHOD_ERROR,CARD,2317,0.5151,0.6536,0.4108,0.4447,4,4,0,RETRY,FAILURE
training_0990,cust_0272,merchant_016,666.84,TEMPORARY_FAILURE,WALLET,2726,0.3331,0.7257,0.7668,0.8570,3,0,2,REMINDER,FAILURE
training_0991,cust_0281,merchant_016,779.05,PAYMENT_METHOD_ERROR,NETBANKING,2111,0.7666,0.5427,0.6857,0.2506,2,2,0,RETRY,FAILURE
training_0992,cust_0166,merchant_001,502.04,TEMPORARY_FAILURE,WALLET,1908,0.5879,0.4385,0.4643,0.7432,1,1,0,RETRY,SUCCESS
training_0993,cust_0311,merchant_013,897.59,UNKNOWN_FAILURE,UPI,77,0.6367,0.4049,0.2808,0.6817,2,0,2,REMINDER,FAILURE
training_0994,cust_0061,merchant_022,185.29,INSUFFICIENT_FUNDS,CARD,1884,0.6043,0.7547,0.1631,0.1823,2,1,0,REMINDER,FAILURE
training_0995,cust_0007,merchant_048,413.34,TEMPORARY_FAILURE,NETBANKING,612,0.2191,0.0640,0.5745,0.4231,2,1,1,RETRY,FAILURE
training_0996,cust_0239,merchant_035,69.43,TEMPORARY_FAILURE,NETBANKING,1458,0.1194,0.2936,0.6180,0.0803,1,1,0,RETRY,SUCCESS
training_0997,cust_0099,merchant_026,79.11,TEMPORARY_FAILURE,WALLET,594,0.6176,0.7345,0.7632,0.5731,2,0,2,REMINDER,FAILURE
training_0998,cust_0280,merchant_007,748.21,INSUFFICIENT_FUNDS,UPI,564,0.9313,0.8686,0.9425,0.1552,5,4,1,REMINDER,SUCCESS
training_0999,cust_0262,merchant_047,3.51,PAYMENT_METHOD_ERROR,WALLET,2452,0.2409,0.8995,0.1854,0.4303,0,0,0,RETRY,FAILURE
training_1000,cust_0290,merchant_026,102.83,INSUFFICIENT_FUNDS,NETBANKING,916,0.1932,0.0834,0.9301,0.7587,2,0,1,RETRY,FAILURE
